order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_percent
5418,3462,2062,2,1545.39,2627.16,15
5419,3462,2067,3,330.49,793.18,20
5420,3462,2053,1,29.11,29.11,0
5421,3463,2006,1,34.68,34.68,0
5422,3463,2080,1,200.83,170.71,15
5423,3464,2017,1,33.22,29.9,10
5424,3464,2040,1,30.53,29.0,5
5425,3464,2020,4,857.35,3429.4,0
5426,3464,2074,3,47.62,142.86,0
5427,3465,2079,3,29.21,74.49,15
5428,3465,2048,2,880.52,1761.04,0
5429,3465,2050,1,388.25,368.84,5
5430,3466,2094,3,259.12,738.49,5
5431,3466,2067,1,330.49,330.49,0
5432,3466,2091,1,18.29,18.29,0
5433,3467,2023,1,67.99,67.99,0
5434,3467,2017,2,33.22,63.12,5
5435,3467,2022,4,1084.43,4337.72,0
5436,3468,2083,1,555.23,499.71,10
5437,3468,2099,4,221.86,843.07,5
5438,3468,2089,4,19.64,78.56,0
5439,3468,2092,1,40.28,40.28,0
5440,3469,2099,4,221.86,887.44,0
5441,3469,2089,2,19.64,37.32,5
5442,3470,2094,4,259.12,984.66,5
5443,3470,2056,1,286.88,286.88,0
5444,3471,2078,4,217.4,782.64,10
5445,3471,2025,3,190.35,571.05,0
5446,3472,2091,3,18.29,54.87,0
5447,3473,2087,2,33.41,66.82,0
5448,3473,2012,4,38.81,147.48,5
5449,3473,2012,1,38.81,34.93,10
5450,3473,2031,4,43.62,165.76,5
5451,3474,2097,1,632.61,600.98,5
5452,3474,2048,1,880.52,880.52,0
5453,3474,2082,4,32.76,131.04,0
5454,3475,2094,1,259.12,259.12,0
5455,3475,2033,1,36.7,34.86,5
5456,3475,2088,3,1635.62,4906.86,0
5457,3475,2016,1,15.11,13.6,10
5458,3475,2090,1,140.69,133.66,5
5459,3475,2071,2,21.19,36.02,15
5460,3475,2043,2,46.31,92.62,0
5461,3476,2011,2,1022.5,1840.5,10
5462,3477,2019,3,346.33,1038.99,0
5463,3477,2061,2,65.34,117.61,10
5464,3478,2039,2,448.11,896.22,0
5465,3479,2017,1,33.22,33.22,0
5466,3479,2049,2,98.58,187.3,5
5467,3479,2084,1,10.55,8.97,15
5468,3480,2097,1,632.61,569.35,10
5469,3480,2059,1,1543.12,1465.96,5
5470,3481,2036,1,43.48,41.31,5
5471,3481,2100,1,35.57,32.01,10
5472,3482,2049,1,98.58,98.58,0
5473,3482,2056,4,286.88,1032.77,10
5474,3482,2006,4,34.68,138.72,0
5475,3482,2058,2,46.76,93.52,0
5476,3483,2090,4,140.69,562.76,0
5477,3483,2003,2,413.8,703.46,15
5478,3483,2100,1,35.57,28.46,20
5479,3484,2062,4,1545.39,5563.4,10
5480,3484,2020,1,857.35,728.75,15
5481,3485,2040,2,30.53,61.06,0
5482,3485,2049,1,98.58,98.58,0
5483,3486,2030,1,47.85,47.85,0
5484,3486,2035,4,484.95,1745.82,10
5485,3486,2031,3,43.62,130.86,0
5486,3486,2015,3,296.44,889.32,0
5487,3487,2022,4,1084.43,3903.95,10
5488,3487,2043,2,46.31,92.62,0
5489,3488,2029,3,96.44,260.39,10
5490,3488,2025,2,190.35,380.7,0
5491,3489,2064,2,480.18,960.36,0
5492,3489,2033,2,36.7,69.73,5
5493,3490,2053,4,29.11,110.62,5
5494,3490,2060,1,49.95,42.46,15
5495,3490,2089,4,19.64,78.56,0
5496,3491,2006,1,34.68,31.21,10
5497,3491,2056,1,286.88,258.19,10
5498,3491,2073,2,83.93,167.86,0
5499,3492,2011,1,1022.5,818.0,20
5500,3492,2097,4,632.61,2403.92,5
5501,3493,2032,4,48.97,195.88,0
5502,3493,2030,1,47.85,47.85,0
5503,3493,2068,1,130.11,123.6,5
5504,3494,2093,4,903.01,3431.44,5
5505,3494,2025,2,190.35,342.63,10
5506,3495,2024,2,48.34,96.68,0
5507,3495,2097,3,632.61,1708.05,10
5508,3496,2050,4,388.25,1553.0,0
5509,3496,2099,4,221.86,887.44,0
5510,3496,2095,3,43.25,129.75,0
5511,3496,2050,4,388.25,1553.0,0
5512,3496,2083,2,555.23,1054.94,5
5513,3496,2005,1,821.88,821.88,0
5514,3497,2063,4,373.81,1495.24,0
5515,3497,2004,1,810.03,810.03,0
5516,3497,2035,1,484.95,460.7,5
5517,3498,2064,3,480.18,1440.54,0
5518,3498,2071,3,21.19,63.57,0
5519,3498,2081,4,77.16,308.64,0
5520,3498,2024,4,48.34,193.36,0
5521,3499,2017,2,33.22,63.12,5
5522,3500,2017,3,33.22,99.66,0
5523,3500,2083,2,555.23,1110.46,0
5524,3500,2036,1,43.48,43.48,0
5525,3501,2038,3,56.71,161.62,5
5526,3501,2004,1,810.03,810.03,0
5527,3501,2026,3,344.85,1034.55,0
5528,3502,2052,1,856.26,770.63,10
5529,3502,2027,4,1239.54,4710.25,5
5530,3502,2045,2,1222.5,2445.0,0
5531,3503,2030,2,47.85,86.13,10
5532,3503,2087,3,33.41,100.23,0
5533,3503,2054,1,273.62,246.26,10
5534,3503,2069,2,1040.52,2081.04,0
5535,3504,2040,3,30.53,91.59,0
5536,3504,2007,2,181.55,363.1,0
5537,3504,2042,2,1820.54,3459.03,5
5538,3505,2060,1,49.95,49.95,0
5539,3506,2015,1,296.44,296.44,0
5540,3506,2075,1,1371.74,1303.15,5
5541,3507,2085,4,352.02,1408.08,0
5542,3507,2099,4,221.86,843.07,5
5543,3507,2078,2,217.4,434.8,0
5544,3508,2086,1,119.99,101.99,15
5545,3508,2032,2,48.97,83.25,15
5546,3509,2096,3,127.97,364.71,5
5547,3509,2006,1,34.68,34.68,0
5548,3509,2094,2,259.12,518.24,0
5549,3510,2090,3,140.69,422.07,0
5550,3510,2008,3,25.42,76.26,0
5551,3510,2052,1,856.26,856.26,0
5552,3511,2075,2,1371.74,2194.78,20
5553,3511,2049,2,98.58,167.59,15
5554,3511,2008,2,25.42,45.76,10
5555,3511,2019,1,346.33,329.01,5
5556,3512,2062,2,1545.39,3090.78,0
5557,3512,2022,3,1084.43,3253.29,0
5558,3512,2007,4,181.55,653.58,10
5559,3512,2032,4,48.97,195.88,0
5560,3512,2020,4,857.35,3429.4,0
5561,3513,2071,4,21.19,84.76,0
5562,3513,2100,4,35.57,142.28,0
5563,3514,2012,1,38.81,38.81,0
5564,3514,2008,1,25.42,24.15,5
5565,3514,2001,3,81.68,220.54,10
5566,3515,2053,3,29.11,87.33,0
5567,3515,2063,2,373.81,672.86,10
5568,3515,2009,2,70.87,113.39,20
5569,3516,2091,4,18.29,69.5,5
5570,3516,2090,4,140.69,562.76,0
5571,3516,2082,2,32.76,65.52,0
5572,3517,2066,2,181.12,344.13,5
5573,3517,2094,4,259.12,881.01,15
5574,3517,2044,3,188.1,564.3,0
5575,3517,2100,4,35.57,142.28,0
5576,3517,2009,3,70.87,201.98,5
5577,3517,2005,4,821.88,3287.52,0
5578,3518,2015,2,296.44,533.59,10
5579,3518,2015,1,296.44,266.8,10
5580,3518,2030,3,47.85,143.55,0
5581,3518,2031,3,43.62,111.23,15
5582,3519,2049,3,98.58,280.95,5
5583,3519,2035,1,484.95,387.96,20
5584,3519,2023,4,67.99,258.36,5
5585,3519,2042,4,1820.54,7282.16,0
5586,3519,2087,1,33.41,31.74,5
5587,3520,2100,2,35.57,71.14,0
5588,3520,2045,3,1222.5,3667.5,0
5589,3520,2034,3,282.04,846.12,0
5590,3521,2067,3,330.49,991.47,0
5591,3521,2087,3,33.41,90.21,10
5592,3522,2014,3,80.82,242.46,0
5593,3523,2042,3,1820.54,5461.62,0
5594,3523,2014,1,80.82,80.82,0
5595,3523,2090,2,140.69,225.1,20
5596,3524,2012,2,38.81,77.62,0
5597,3524,2049,2,98.58,187.3,5
5598,3524,2083,4,555.23,1998.83,10
5599,3525,2064,1,480.18,456.17,5
5600,3525,2037,3,130.62,391.86,0
5601,3525,2004,2,810.03,1539.06,5
5602,3526,2057,1,40.83,38.79,5
5603,3526,2010,1,29.84,29.84,0
5604,3527,2048,3,880.52,2641.56,0
5605,3527,2091,4,18.29,69.5,5
5606,3527,2017,4,33.22,132.88,0
5607,3528,2012,3,38.81,110.61,5
5608,3528,2057,4,40.83,163.32,0
5609,3528,2029,2,96.44,192.88,0
5610,3528,2083,2,555.23,943.89,15
5611,3528,2036,3,43.48,110.87,15
5612,3528,2074,2,47.62,95.24,0
5613,3528,2095,3,43.25,123.26,5
5614,3529,2020,1,857.35,857.35,0
5615,3529,2058,3,46.76,126.25,10
5616,3529,2029,4,96.44,347.18,10
5617,3530,2096,1,127.97,127.97,0
5618,3530,2098,4,303.18,1212.72,0
5619,3530,2069,1,1040.52,988.49,5
5620,3531,2007,2,181.55,344.94,5
5621,3531,2032,4,48.97,195.88,0
5622,3532,2012,1,38.81,38.81,0
5623,3532,2057,2,40.83,81.66,0
5624,3532,2011,3,1022.5,2760.75,10
5625,3533,2081,4,77.16,308.64,0
5626,3533,2028,3,13.67,41.01,0
5627,3534,2056,4,286.88,1147.52,0
5628,3534,2030,3,47.85,143.55,0
5629,3534,2063,3,373.81,953.22,15
5630,3534,2070,4,237.56,855.22,10
5631,3535,2027,4,1239.54,4710.25,5
5632,3535,2047,3,69.63,208.89,0
5633,3535,2044,2,188.1,376.2,0
5634,3535,2071,2,21.19,40.26,5
5635,3536,2010,4,29.84,113.39,5
5636,3536,2025,2,190.35,380.7,0
5637,3536,2088,2,1635.62,3271.24,0
5638,3536,2019,2,346.33,554.13,20
5639,3536,2082,2,32.76,65.52,0
5640,3536,2078,4,217.4,782.64,10
5641,3537,2017,3,33.22,84.71,15
5642,3537,2015,4,296.44,1067.18,10
5643,3537,2048,3,880.52,2641.56,0
5644,3537,2036,2,43.48,86.96,0
5645,3537,2049,4,98.58,354.89,10
5646,3537,2095,2,43.25,77.85,10
5647,3537,2071,3,21.19,60.39,5
5648,3538,2083,4,555.23,1998.83,10
5649,3539,2080,1,200.83,160.66,20
5650,3539,2055,1,1703.16,1447.69,15
5651,3539,2100,3,35.57,85.37,20
5652,3539,2087,1,33.41,26.73,20
5653,3539,2037,4,130.62,522.48,0
5654,3540,2053,3,29.11,87.33,0
5655,3540,2062,4,1545.39,6181.56,0
5656,3540,2050,4,388.25,1553.0,0
5657,3541,2097,2,632.61,1265.22,0
5658,3541,2011,1,1022.5,971.38,5
5659,3542,2036,4,43.48,173.92,0
5660,3542,2071,4,21.19,84.76,0
5661,3543,2047,3,69.63,188.0,10
5662,3543,2098,2,303.18,576.04,5
5663,3543,2071,4,21.19,84.76,0
5664,3543,2027,2,1239.54,2107.22,15
5665,3544,2013,4,48.7,165.58,15
5666,3544,2092,1,40.28,40.28,0
5667,3545,2072,3,34.11,97.21,5
5668,3545,2094,2,259.12,492.33,5
5669,3545,2053,4,29.11,104.8,10
5670,3546,2067,3,330.49,941.9,5
5671,3547,2082,4,32.76,117.94,10
5672,3547,2084,4,10.55,42.2,0
5673,3548,2036,1,43.48,41.31,5
5674,3548,2079,3,29.21,87.63,0
5675,3548,2011,1,1022.5,1022.5,0
5676,3549,2005,3,821.88,1972.51,20
5677,3550,2023,4,67.99,271.96,0
5678,3551,2001,3,81.68,232.79,5
5679,3551,2061,4,65.34,261.36,0
5680,3551,2077,3,284.76,768.85,10
5681,3551,2045,4,1222.5,4645.5,5
5682,3552,2064,4,480.18,1824.68,5
5683,3552,2069,4,1040.52,3745.87,10
5684,3552,2071,4,21.19,84.76,0
5685,3553,2009,3,70.87,212.61,0
5686,3553,2090,2,140.69,281.38,0
5687,3553,2088,3,1635.62,4906.86,0
5688,3553,2079,3,29.21,87.63,0
5689,3553,2096,2,127.97,243.14,5
5690,3554,2081,2,77.16,154.32,0
5691,3554,2039,4,448.11,1433.95,20
5692,3554,2066,3,181.12,543.36,0
5693,3554,2074,1,47.62,42.86,10
5694,3555,2058,4,46.76,187.04,0
5695,3555,2094,4,259.12,1036.48,0
5696,3555,2077,3,284.76,811.57,5
5697,3555,2053,3,29.11,82.96,5
5698,3556,2074,4,47.62,180.96,5
5699,3556,2039,2,448.11,806.6,10
5700,3556,2012,2,38.81,73.74,5
5701,3556,2044,2,188.1,376.2,0
5702,3556,2005,2,821.88,1561.57,5
5703,3557,2041,4,33.25,133.0,0
5704,3557,2088,4,1635.62,6542.48,0
5705,3557,2035,4,484.95,1745.82,10
5706,3557,2067,1,330.49,330.49,0
5707,3557,2016,3,15.11,45.33,0
5708,3558,2071,4,21.19,84.76,0
5709,3558,2060,3,49.95,149.85,0
5710,3558,2023,3,67.99,203.97,0
5711,3558,2049,1,98.58,98.58,0
5712,3559,2010,4,29.84,113.39,5
5713,3559,2001,3,81.68,245.04,0
5714,3560,2062,2,1545.39,2936.24,5
5715,3561,2073,2,83.93,151.07,10
5716,3561,2047,3,69.63,208.89,0
5717,3561,2034,4,282.04,1128.16,0
5718,3561,2033,3,36.7,110.1,0
5719,3561,2033,1,36.7,36.7,0
5720,3562,2079,4,29.21,116.84,0
5721,3562,2050,1,388.25,388.25,0
5722,3562,2025,4,190.35,685.26,10
5723,3563,2010,1,29.84,26.86,10
5724,3563,2057,2,40.83,73.49,10
5725,3563,2087,3,33.41,95.22,5
5726,3564,2095,2,43.25,82.18,5
5727,3564,2087,3,33.41,100.23,0
5728,3565,2006,4,34.68,124.85,10
5729,3565,2071,2,21.19,36.02,15
5730,3566,2039,4,448.11,1792.44,0
5731,3566,2066,2,181.12,344.13,5
5732,3566,2088,2,1635.62,2780.55,15
5733,3566,2051,4,377.22,1207.1,20
5734,3566,2091,3,18.29,54.87,0
5735,3567,2063,3,373.81,1121.43,0
5736,3567,2043,1,46.31,41.68,10
5737,3568,2084,4,10.55,37.98,10
5738,3569,2073,4,83.93,335.72,0
5739,3569,2039,1,448.11,448.11,0
5740,3569,2011,3,1022.5,2607.38,15
5741,3569,2078,3,217.4,652.2,0
5742,3570,2012,1,38.81,32.99,15
5743,3571,2010,4,29.84,113.39,5
5744,3571,2005,4,821.88,3287.52,0
5745,3571,2094,2,259.12,492.33,5
5746,3571,2041,1,33.25,33.25,0
5747,3572,2043,2,46.31,92.62,0
5748,3573,2071,4,21.19,84.76,0
5749,3573,2063,1,373.81,373.81,0
5750,3573,2095,4,43.25,173.0,0
5751,3574,2088,3,1635.62,4416.17,10
5752,3574,2079,3,29.21,87.63,0
5753,3574,2090,4,140.69,478.35,15
5754,3575,2017,2,33.22,66.44,0
5755,3575,2063,1,373.81,373.81,0
5756,3575,2018,3,32.47,92.54,5
5757,3576,2099,2,221.86,377.16,15
5758,3576,2099,3,221.86,632.3,5
5759,3576,2059,1,1543.12,1388.81,10
5760,3577,2004,4,810.03,3240.12,0
5761,3577,2039,1,448.11,425.7,5
5762,3578,2012,3,38.81,93.14,20
5763,3578,2016,2,15.11,30.22,0
5764,3578,2066,3,181.12,516.19,5
5765,3578,2063,2,373.81,747.62,0
5766,3579,2073,4,83.93,318.93,5
5767,3579,2018,1,32.47,30.85,5
5768,3580,2080,2,200.83,381.58,5
5769,3580,2050,2,388.25,776.5,0
5770,3581,2069,3,1040.52,2809.4,10
5771,3581,2010,4,29.84,119.36,0
5772,3581,2035,2,484.95,969.9,0
5773,3582,2077,1,284.76,270.52,5
5774,3582,2008,3,25.42,68.63,10
5775,3583,2015,4,296.44,1185.76,0
5776,3583,2019,3,346.33,1038.99,0
5777,3583,2001,1,81.68,81.68,0
5778,3583,2088,2,1635.62,2944.12,10
5779,3584,2056,4,286.88,1147.52,0
5780,3584,2020,3,857.35,2314.85,10
5781,3584,2047,1,69.63,69.63,0
5782,3585,2095,2,43.25,86.5,0
5783,3585,2081,4,77.16,308.64,0
5784,3585,2028,2,13.67,25.97,5
5785,3586,2003,2,413.8,744.84,10
5786,3586,2076,1,13.31,11.31,15
5787,3586,2021,4,276.48,1105.92,0
5788,3587,2019,1,346.33,346.33,0
5789,3587,2030,1,47.85,43.07,10
5790,3587,2096,2,127.97,255.94,0
5791,3588,2043,2,46.31,92.62,0
5792,3588,2058,2,46.76,79.49,15
5793,3589,2018,2,32.47,61.69,5
5794,3589,2081,3,77.16,231.48,0
5795,3590,2038,2,56.71,96.41,15
5796,3590,2087,2,33.41,66.82,0
5797,3590,2068,4,130.11,520.44,0
5798,3590,2002,3,1730.96,5192.88,0
5799,3590,2072,2,34.11,64.81,5
5800,3591,2032,3,48.97,117.53,20
5801,3591,2065,2,209.37,334.99,20
5802,3591,2040,1,30.53,30.53,0
5803,3591,2065,3,209.37,565.3,10
5804,3591,2073,4,83.93,302.15,10
5805,3592,2020,4,857.35,3257.93,5
5806,3592,2027,3,1239.54,3532.69,5
5807,3592,2079,2,29.21,52.58,10
5808,3592,2088,2,1635.62,3271.24,0
5809,3592,2063,4,373.81,1495.24,0
5810,3593,2091,4,18.29,69.5,5
5811,3593,2020,4,857.35,3429.4,0
5812,3593,2084,2,10.55,17.94,15
5813,3593,2008,2,25.42,50.84,0
5814,3594,2035,4,484.95,1939.8,0
5815,3594,2065,2,209.37,418.74,0
5816,3595,2020,1,857.35,857.35,0
5817,3595,2002,2,1730.96,3461.92,0
5818,3595,2028,3,13.67,32.81,20
5819,3596,2063,2,373.81,710.24,5
5820,3596,2002,4,1730.96,6231.46,10
5821,3596,2065,4,209.37,795.61,5
5822,3597,2080,2,200.83,321.33,20
5823,3597,2040,2,30.53,58.01,5
5824,3597,2039,2,448.11,896.22,0
5825,3598,2013,2,48.7,97.4,0
5826,3598,2056,2,286.88,545.07,5
5827,3598,2072,4,34.11,129.62,5
5828,3598,2072,3,34.11,92.1,10
5829,3599,2045,2,1222.5,2445.0,0
5830,3599,2074,4,47.62,190.48,0
5831,3600,2047,4,69.63,236.74,15
5832,3600,2094,2,259.12,518.24,0
5833,3600,2061,3,65.34,186.22,5
5834,3600,2095,2,43.25,82.18,5
5835,3601,2070,1,237.56,237.56,0
5836,3601,2035,4,484.95,1939.8,0
5837,3601,2005,3,821.88,2219.08,10
5838,3601,2078,3,217.4,652.2,0
5839,3601,2092,3,40.28,120.84,0
5840,3601,2035,4,484.95,1939.8,0
5841,3602,2041,2,33.25,59.85,10
5842,3602,2088,4,1635.62,6542.48,0
5843,3602,2047,1,69.63,69.63,0
5844,3603,2063,3,373.81,897.14,20
5845,3603,2007,1,181.55,172.47,5
5846,3603,2077,2,284.76,569.52,0
5847,3604,2060,2,49.95,89.91,10
5848,3604,2042,1,1820.54,1729.51,5
5849,3604,2028,1,13.67,11.62,15
5850,3604,2053,3,29.11,87.33,0
5851,3605,2057,3,40.83,104.12,15
5852,3605,2083,1,555.23,555.23,0
5853,3605,2090,1,140.69,133.66,5
5854,3605,2093,2,903.01,1625.42,10
5855,3606,2086,4,119.99,479.96,0
5856,3606,2087,4,33.41,133.64,0
5857,3606,2029,1,96.44,91.62,5
5858,3607,2033,1,36.7,36.7,0
5859,3607,2100,3,35.57,96.04,10
5860,3607,2076,1,13.31,11.31,15
5861,3607,2010,3,29.84,89.52,0
5862,3608,2051,2,377.22,716.72,5
5863,3608,2081,3,77.16,208.33,10
5864,3608,2050,4,388.25,1475.35,5
5865,3609,2007,2,181.55,363.1,0
5866,3609,2019,1,346.33,346.33,0
5867,3609,2065,1,209.37,198.9,5
5868,3609,2095,2,43.25,73.52,15
5869,3610,2032,3,48.97,146.91,0
5870,3610,2085,3,352.02,897.65,15
5871,3610,2054,1,273.62,273.62,0
5872,3611,2085,1,352.02,281.62,20
5873,3611,2045,3,1222.5,3667.5,0
5874,3611,2045,1,1222.5,1222.5,0
5875,3611,2074,3,47.62,135.72,5
5876,3611,2092,2,40.28,76.53,5
5877,3611,2042,1,1820.54,1547.46,15
5878,3612,2052,3,856.26,2568.78,0
5879,3613,2012,3,38.81,98.97,15
5880,3614,2087,2,33.41,56.8,15
5881,3614,2036,2,43.48,73.92,15
5882,3614,2100,1,35.57,35.57,0
5883,3614,2083,4,555.23,1998.83,10
5884,3614,2002,2,1730.96,3461.92,0
5885,3614,2009,4,70.87,283.48,0
5886,3615,2025,3,190.35,571.05,0
5887,3615,2081,3,77.16,231.48,0
5888,3615,2057,2,40.83,81.66,0
5889,3616,2065,4,209.37,795.61,5
5890,3616,2093,1,903.01,812.71,10
5891,3616,2068,3,130.11,370.81,5
5892,3617,2094,3,259.12,738.49,5
5893,3617,2065,2,209.37,418.74,0
5894,3617,2038,4,56.71,226.84,0
5895,3617,2039,2,448.11,716.98,20
5896,3618,2085,1,352.02,299.22,15
5897,3618,2092,1,40.28,40.28,0
5898,3618,2035,4,484.95,1551.84,20
5899,3618,2012,1,38.81,38.81,0
5900,3618,2007,4,181.55,726.2,0
5901,3619,2001,2,81.68,163.36,0
5902,3620,2023,2,67.99,135.98,0
5903,3621,2069,2,1040.52,1872.94,10
5904,3621,2094,3,259.12,777.36,0
5905,3621,2086,3,119.99,323.97,10
5906,3621,2052,2,856.26,1626.89,5
5907,3621,2072,3,34.11,86.98,15
5908,3622,2098,4,303.18,1091.45,10
5909,3622,2037,2,130.62,261.24,0
5910,3623,2008,2,25.42,50.84,0
5911,3624,2015,1,296.44,296.44,0
5912,3624,2077,2,284.76,512.57,10
5913,3624,2049,4,98.58,394.32,0
5914,3624,2053,1,29.11,29.11,0
5915,3625,2071,4,21.19,84.76,0
5916,3625,2094,1,259.12,220.25,15
5917,3625,2030,1,47.85,47.85,0
5918,3626,2012,3,38.81,93.14,20
5919,3626,2077,1,284.76,270.52,5
5920,3627,2020,1,857.35,814.48,5
5921,3628,2039,1,448.11,403.3,10
5922,3628,2094,1,259.12,259.12,0
5923,3628,2003,3,413.8,1241.4,0
5924,3629,2037,3,130.62,313.49,20
5925,3630,2041,3,33.25,99.75,0
5926,3631,2053,4,29.11,116.44,0
5927,3631,2088,2,1635.62,2944.12,10
5928,3631,2026,2,344.85,620.73,10
5929,3632,2028,1,13.67,12.99,5
5930,3632,2070,1,237.56,201.93,15
5931,3632,2024,1,48.34,48.34,0
5932,3632,2027,3,1239.54,3532.69,5
5933,3632,2031,1,43.62,37.08,15
5934,3633,2057,3,40.83,116.37,5
5935,3633,2065,3,209.37,628.11,0
5936,3633,2031,1,43.62,43.62,0
5937,3634,2048,1,880.52,704.42,20
5938,3634,2004,1,810.03,810.03,0
5939,3634,2045,4,1222.5,4890.0,0
5940,3635,2075,3,1371.74,4115.22,0
5941,3635,2093,2,903.01,1625.42,10
5942,3636,2012,3,38.81,116.43,0
5943,3636,2004,4,810.03,3240.12,0
5944,3636,2047,1,69.63,69.63,0
5945,3637,2071,3,21.19,63.57,0
5946,3637,2068,1,130.11,110.59,15
5947,3637,2073,4,83.93,335.72,0
5948,3637,2028,4,13.67,51.95,5
5949,3637,2084,1,10.55,10.55,0
5950,3638,2090,3,140.69,422.07,0
5951,3638,2024,3,48.34,145.02,0
5952,3639,2050,3,388.25,990.04,15
5953,3639,2030,2,47.85,90.92,5
5954,3639,2066,3,181.12,461.86,15
5955,3639,2005,2,821.88,1561.57,5
5956,3640,2061,3,65.34,186.22,5
5957,3641,2021,2,276.48,525.31,5
5958,3641,2061,4,65.34,209.09,20
5959,3641,2041,3,33.25,99.75,0
5960,3642,2055,1,1703.16,1618.0,5
5961,3642,2018,1,32.47,25.98,20
5962,3642,2021,4,276.48,1050.62,5
5963,3642,2051,3,377.22,905.33,20
5964,3642,2021,1,276.48,276.48,0
5965,3643,2048,2,880.52,1761.04,0
5966,3643,2099,4,221.86,887.44,0
5967,3643,2092,3,40.28,120.84,0
5968,3644,2019,2,346.33,658.03,5
5969,3644,2071,2,21.19,38.14,10
5970,3644,2070,1,237.56,237.56,0
5971,3645,2056,4,286.88,975.39,15
5972,3646,2055,2,1703.16,3406.32,0
5973,3646,2080,1,200.83,200.83,0
5974,3646,2021,4,276.48,1105.92,0
5975,3647,2069,3,1040.52,3121.56,0
5976,3648,2075,2,1371.74,2743.48,0
5977,3648,2057,4,40.83,163.32,0
5978,3648,2085,1,352.02,316.82,10
5979,3649,2010,1,29.84,26.86,10
5980,3649,2069,3,1040.52,2653.33,15
5981,3649,2080,1,200.83,200.83,0
5982,3649,2044,3,188.1,507.87,10
5983,3650,2048,1,880.52,880.52,0
5984,3650,2067,4,330.49,1321.96,0
5985,3651,2034,4,282.04,1015.34,10
5986,3651,2071,4,21.19,67.81,20
5987,3652,2053,3,29.11,87.33,0
5988,3652,2024,2,48.34,82.18,15
5989,3652,2065,4,209.37,795.61,5
5990,3653,2086,4,119.99,479.96,0
5991,3653,2018,1,32.47,27.6,15
5992,3653,2008,4,25.42,91.51,10
5993,3654,2078,1,217.4,217.4,0
5994,3654,2004,4,810.03,3078.11,5
5995,3654,2012,1,38.81,36.87,5
5996,3654,2073,4,83.93,318.93,5
5997,3654,2023,4,67.99,271.96,0
5998,3654,2064,1,480.18,456.17,5
5999,3655,2079,4,29.21,116.84,0
6000,3655,2059,1,1543.12,1543.12,0
6001,3655,2048,4,880.52,3345.98,5
6002,3655,2053,1,29.11,26.2,10
6003,3656,2099,3,221.86,665.58,0
6004,3656,2097,2,632.61,1201.96,5
6005,3656,2080,2,200.83,381.58,5
6006,3657,2072,2,34.11,64.81,5
6007,3658,2016,3,15.11,40.8,10
6008,3658,2067,4,330.49,1321.96,0
6009,3659,2100,3,35.57,106.71,0
6010,3659,2028,1,13.67,12.99,5
6011,3659,2082,2,32.76,65.52,0
6012,3660,2045,1,1222.5,1222.5,0
6013,3661,2071,1,21.19,21.19,0
6014,3661,2009,2,70.87,141.74,0
6015,3662,2056,4,286.88,1147.52,0
6016,3662,2025,2,190.35,380.7,0
6017,3662,2063,2,373.81,747.62,0
6018,3662,2044,1,188.1,188.1,0
6019,3663,2018,3,32.47,97.41,0
6020,3663,2011,1,1022.5,1022.5,0
6021,3663,2008,2,25.42,45.76,10
6022,3664,2082,1,32.76,29.48,10
6023,3664,2033,3,36.7,99.09,10
6024,3664,2096,4,127.97,511.88,0
6025,3664,2063,3,373.81,1121.43,0
6026,3665,2033,2,36.7,73.4,0
6027,3665,2043,2,46.31,92.62,0
6028,3665,2001,2,81.68,163.36,0
6029,3666,2096,1,127.97,108.77,15
6030,3666,2036,4,43.48,173.92,0
6031,3666,2019,3,346.33,987.04,5
6032,3667,2057,2,40.83,73.49,10
6033,3667,2083,4,555.23,1887.78,15
6034,3667,2018,4,32.47,129.88,0
6035,3668,2054,2,273.62,547.24,0
6036,3668,2023,2,67.99,115.58,15
6037,3668,2100,1,35.57,33.79,5
6038,3668,2028,1,13.67,11.62,15
6039,3668,2074,1,47.62,42.86,10
6040,3668,2032,4,48.97,195.88,0
6041,3669,2047,4,69.63,278.52,0
6042,3669,2023,2,67.99,115.58,15
6043,3669,2010,4,29.84,113.39,5
6044,3670,2029,2,96.44,192.88,0
6045,3670,2008,1,25.42,25.42,0
6046,3671,2094,2,259.12,440.5,15
6047,3671,2033,3,36.7,110.1,0
6048,3671,2052,3,856.26,2440.34,5
6049,3672,2050,2,388.25,737.68,5
6050,3672,2034,1,282.04,282.04,0
6051,3673,2040,2,30.53,54.95,10
6052,3673,2059,2,1543.12,3086.24,0
6053,3674,2022,2,1084.43,1951.97,10
6054,3674,2020,2,857.35,1543.23,10
6055,3675,2050,3,388.25,1164.75,0
6056,3675,2087,4,33.41,106.91,20
6057,3676,2066,1,181.12,181.12,0
6058,3676,2047,4,69.63,264.59,5
6059,3676,2064,1,480.18,432.16,10
6060,3676,2021,2,276.48,470.02,15
6061,3676,2016,1,15.11,14.35,5
6062,3677,2007,4,181.55,653.58,10
6063,3677,2093,3,903.01,2302.68,15
6064,3677,2077,3,284.76,726.14,15
6065,3678,2008,1,25.42,21.61,15
6066,3679,2087,3,33.41,95.22,5
6067,3680,2080,1,200.83,160.66,20
6068,3680,2016,3,15.11,45.33,0
6069,3681,2072,4,34.11,136.44,0
6070,3681,2100,3,35.57,96.04,10
6071,3682,2081,2,77.16,154.32,0
6072,3682,2088,1,1635.62,1635.62,0
